question_id,kla,session,question_number,question_type,date,ministry,title_mal,mla_names,question_body_mal,answer_pdf_url,source_url,mla_name_eng,mla_party_eng,mla_constituency_eng,mla_party_mal,mla_constituency_mal
15-7-181,15,7,181,starred,2022-12-13,starred,പൊതുമേഖലാ സ്ഥാപനങ്ങളെ ലാഭത്തിലാക്കാന്‍ നടപടി,"ശ്രീമതി ഒ എസ് അംബിക | ശ്രീ എ. സി. മൊയ്‌തീൻ | ശ്രീ എം രാജഗോപാലൻ | ശ്രീ എം നൗഷാദ് : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു നിയമം, വ്യവസായം, കയർ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) സംസ്ഥാനത്ത് പൊതുമേഖലാ സ്ഥാപനങ്ങളെ കാര്യക്ഷമവും മത്സരക്ഷമവുമാക്കി അവയെ സ്വയംപര്യാപ്തമാക്കുകയെന്ന ലക്ഷ്യത്തോടെയുളള പ്രവര്‍ത്തന ഫലമായി വ്യവസായ വകുപ്പിന് കീഴിലുളള ഇരുപത്തിയഞ്ച് പൊതുമേഖലാ സ്ഥാപനങ്ങളെ ലാഭത്തിലാക്കാന്‍ കഴിഞ്ഞിട്ടുണ്ടോ; ( ബി ) ഓരോ സ്ഥാപനത്തിനും അനുയോജ്യമായ മാസ്റ്റര്‍ പ്ലാനിന്റെയടിസ്ഥാനത്തില്‍ നഷ്ടത്തില്‍ പ്രവര്‍ത്തിക്കുന്നവയെ ലാഭത്തിലെത്തിക്കാന്‍ പ്രത്യേകം ശ്രദ്ധ പതിപ്പിക്കുന്നുണ്ടോ; ( സി ) സ്ഥാപനങ്ങളുടെ പ്രവര്‍ത്തനവും സാധ്യതയും കണക്കിലെടുത്ത് പ്രവര്‍ത്തനത്തില്‍ സ്വയംഭരണാവകാശം നല്‍കാന്‍ ഉദ്ദേശിക്കുന്നുണ്ടോ; എങ്കില്‍ വിശദാംശം അറിയിക്കാമോ; ( ഡി ) പൊതുമേഖലാ സ്ഥാപനങ്ങളുടെ പ്രവര്‍ത്തനം നിരന്തരം നിരീക്ഷിക്കാന്‍ സംവിധാനം ഏര്‍പ്പെടുത്തിയിട്ടുണ്ടോ എന്ന് വ്യക്തമാക്കുമോ? കശുവണ്ടി മേഖലയിലെ പ്രതിസന്ധി പരിഹരിക്കാന്‍ നടപടി",,http://www.niyamasabha.org/codes/15kla/Session_7/ans/s00181-131222-07-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_7/qns/html/s_131222(181-210).html,O S Ambika,Communist Party Of India(Marxist),Attingal,കമ്മ്യൂണിസ്റ്റ് പാർട്ടി ഓഫ് ഇന്ത്യ (മാർക്സിസ്റ്റ്),ആറ്റിങ്ങൽ
15-7-182,15,7,182,starred,2022-12-13,starred,കശുവണ്ടി മേഖലയിലെ പ്രതിസന്ധി പരിഹരിക്കാന്‍ നടപടി,"ശ്രീ. തിരുവഞ്ചൂർ രാധാകൃഷ്ണൻ | ശ്രീ പി സി വിഷ്ണുനാഥ് | ശ്രീ സി ആര്‍ മഹേഷ് ശ്രീ. സനീഷ്‍കുമാര്‍ ജോസഫ് : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു നിയമം, വ്യവസായം, കയർ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) സംസ്ഥാനത്ത് കശുവണ്ടി വ്യവസായം പ്രതിസന്ധിയിലാണെന്നത് വസ്തുതയാണോ; എങ്കില്‍ അതിനുള്ള കാരണങ്ങള്‍ എന്തൊക്കെയാണെന്ന് വ്യക്തമാക്കുമോ; ( ബി ) കശുവണ്ടി വ്യവസായം തകർന്നത് കാരണം സംസ്ഥാനത്ത് നിരവധി വ്യവസായികൾ ആത്മഹത്യ ചെയ്തതായി ശ്രദ്ധയില്‍പ്പെട്ടിട്ടുണ്ടോ; എങ്കില്‍ ഇക്കാര്യം ഗൗരവമായി കാണുന്നുണ്ടോയെന്നും ഇത് പരിഹരിക്കാൻ നടപടി സ്വീകരിക്കുമോയെന്നും വ്യക്തമാക്കാമോ; ( സി ) കശുവണ്ടി തൊഴിലാളികളുടെ കൂലി വർദ്ധനവ് അവസാനമായി നടപ്പിലാക്കിയത് എന്നാണെന്ന് വ്യക്തമാക്കാമോ; കശുവണ്ടി തൊഴിലാളികളുടെ കൂലി വർദ്ധനവിനായി ഈ സര്‍ക്കാര്‍ നടപടി സ്വീകരിക്കുമോ; ( ഡി ) കശുവണ്ടി തൊഴിലാളികൾക്ക് അടിയന്തര ആശ്വാസമായി ഇൻകം സപ്പോർട്ടിംഗ് സ്കീം നടപ്പിലാക്കുമോ; വിശദാംശം നല്‍കുമോ? പൊതുമേഖലാ സ്ഥാപനങ്ങൾക്ക് സ്വയംഭരണാവകാശം",,http://www.niyamasabha.org/codes/15kla/Session_7/ans/s00182-131222-07-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_7/qns/html/s_131222(181-210).html,Thiruvanchoor Radhakrishnan,Indian National Congress,Kottayam,ഇന്ത്യൻ നാഷണൽ കോൺഗ്രസ്,കോട്ടയം
15-7-183,15,7,183,starred,2022-12-13,starred,പൊതുമേഖലാ സ്ഥാപനങ്ങൾക്ക് സ്വയംഭരണാവകാശം,"ശ്രീ. കുറുക്കോളി മൊയ്തീൻ | ശ്രീ.മഞ്ഞളാംകുഴി അലി | ശ്രീ . എൻ . ഷംസുദ്ദീൻ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു നിയമം, വ്യവസായം, കയർ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) സംസ്ഥാനത്ത് പൊതുമേഖലാ സ്ഥാപനങ്ങൾക്ക് കൂടുതൽ ഉത്തരവാദിത്തം ഉറപ്പുവരുത്തിക്കൊണ്ട് സ്വയംഭരണാവകാശം നൽകാൻ ഉദ്ദേശിക്കുന്നുണ്ടോ; ( ബി ) പൊതുമേഖലാ സ്ഥാപനങ്ങളുടെ ബോർഡ് ഓഫ് ഡയറക്ടർമാർക്കും മാനേജ്മെന്റിനും സാമ്പത്തികവും പ്രവർത്തനപരവുമായ അധികാരങ്ങൾ കൈമാറാൻ ആലോചിക്കുന്നുണ്ടോ; എങ്കിൽ വിശദമാക്കുമോ; ( സി ) ഡയറക്ടർ ബോർഡിൽ ​​​പ്രൊഫഷണൽ യോഗ്യതയുളളവരെയും സ്വതന്ത്ര ഡയറക്ടർമാരെയും നിയമിക്കാൻ നടപടി സ്വീകരിക്കുമോ? പൊതുമേഖലാ സ്ഥാപനങ്ങളുടെ സംരക്ഷണം",,http://www.niyamasabha.org/codes/15kla/Session_7/ans/s00183-131222-07-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_7/qns/html/s_131222(181-210).html,Kurukkoli Moideen,Indian Union Muslim League,Tirur,ഇന്ത്യൻ യൂണിയൻ മുസ്ലീം ലീഗ്,തിരൂർ
15-7-184,15,7,184,starred,2022-12-13,starred,പൊതുമേഖലാ സ്ഥാപനങ്ങളുടെ സംരക്ഷണം,"ശ്രീ വി ശശി | ശ്രീ ഇ ചന്ദ്രശേഖരന്‍ | ശ്രീമതി സി. കെ. ആശ ശ്രീ. പി. ബാലചന്ദ്രൻ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു നിയമം, വ്യവസായം, കയർ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) പൊതുമേഖലാ സ്ഥാപനങ്ങളെ സ്വകാര്യവത്ക്കരിക്കുവാൻ കേന്ദ്ര സർക്കാർ ശ്രമിക്കുന്നതായി പറയപ്പെടുന്ന സാഹചര്യത്തിൽ സംസ്ഥാനത്തെ പൊതുമേഖലാ സ്ഥാപനങ്ങളെ സംരക്ഷിക്കുന്നതിനും അഭിവൃദ്ധിപ്പെടുത്തുന്നതിനും സ്വീകരിച്ച നടപടികൾ വിശദമാക്കാമോ; ( ബി ) ഉല്പന്ന വൈവിധ്യവൽക്കരണം, സാങ്കേതികവിദ്യയുടെ ആധുനികവത്ക്കരണം എന്നിവയിലൂടെ സംസ്ഥാനത്ത് പൊതുമേഖലാ സ്ഥാപനങ്ങളുടെ പ്രവർത്തനം വിപുലീകരിക്കേണ്ടതിന്റെ ആവശ്യകത ശ്രദ്ധയിൽപ്പെട്ടിട്ടുണ്ടോ; വിശദമാക്കാമോ; ( സി ) സാങ്കേതികവിദ്യ, വിപണനം എന്നീ കാര്യങ്ങളിൽ സംസ്ഥാന പൊതുമേഖലാ സ്ഥാപനങ്ങൾക്ക് ദേശീയ തലത്തിലും അന്തർദേശീയ തലത്തിലുമുള്ള സ്ഥാപനങ്ങളുമായി സഹകരിച്ച് പ്രവർത്തിക്കുന്നതിനുള്ള സാധ്യത പരിശോധിക്കുമോ; വിശദമാക്കാമോ; ( ഡി ) കെൽട്രോൺ ഉൾപ്പെടെയുള്ള സംസ്ഥാന പൊതുമേഖലാ സ്ഥാപനങ്ങളുടെ ഉല്പന്നങ്ങൾക്ക് ദേശീയ, അന്തർദേശീയ തലങ്ങളിൽ വിപണി കണ്ടെത്തുന്നതിന് എന്തെല്ലാം നടപടികള്‍ സ്വീകരിച്ചിട്ടുണ്ട്; വിശദമാക്കാമോ? കാര്‍ഷികോല്പന്നാധിഷ്ഠിത വ്യവസായ സംരംഭങ്ങള്‍",,http://www.niyamasabha.org/codes/15kla/Session_7/ans/s00184-131222-07-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_7/qns/html/s_131222(181-210).html,V Sasi,Communist Party Of India,Chirayinkeezhu,കമ്മ്യൂണിസ്റ്റ് പാർട്ടി ഓഫ് ഇന്ത്യ,ചിറയിൻകീഴ്
15-7-185,15,7,185,starred,2022-12-13,starred,കാര്‍ഷികോല്പന്നാധിഷ്ഠിത വ്യവസായ സംരംഭങ്ങള്‍,"ശ്രീ. കെ.പി.കുഞ്ഞമ്മദ് കുട്ടി മാസ്റ്റര്‍ ശ്രീ. എം. എം. മണി | ശ്രീ കെ ആൻസലൻ ശ്രീ. ലിന്റോ ജോസഫ് : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു സഹകരണ- രജിസ്ട്രേഷൻ, സാംസ്കാരികം വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) സംസ്ഥാനത്ത് കാര്‍ഷികോല്പന്നാധിഷ്ഠിത വ്യവസായ സംരംഭങ്ങള്‍ പ്രോത്സാഹിപ്പിക്കുന്നതിനായി സഹകരണ സംഘങ്ങളുടെ മൂലധനം വിനിയോഗിക്കുന്നതിന് പദ്ധതിയുണ്ടോ; ( ബി ) പ്രാഥമിക കാര്‍ഷിക സഹകരണ സംഘങ്ങള്‍ നടപ്പാക്കുന്ന പ്രസ്തുത സംരംഭങ്ങള്‍ക്ക് സര്‍ക്കാര്‍ പലിശ സബ്സിഡി നല്‍കുന്നുണ്ടോ; ( സി ) തദ്ദേശ സ്വയംഭരണ സ്ഥാപനങ്ങളിൽ ഗ്രാമീണ വിപണികളുടെ വികസനത്തിനും നവീകരണത്തിനുമായി പ്രാഥമിക കാർഷിക, സഹകരണാധിഷ്ഠിത, ഗ്രാമീണ മാര്‍ക്കറ്റുകള്‍ സ്ഥാപിക്കാന്‍ ഉദ്ദേശിക്കുന്നുണ്ടോ; വിശദാംശം ലഭ്യമാക്കുമോ? ഇന്ത്യ ഇന്നാെവേഷന്‍ സെന്റര്‍ ഫാേര്‍ ഗ്രാഫീന്‍",,http://www.niyamasabha.org/codes/15kla/Session_7/ans/s00185-131222-07-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_7/qns/html/s_131222(181-210).html,,,,,
15-7-186,15,7,186,starred,2022-12-13,starred,ഇന്ത്യ ഇന്നാെവേഷന്‍ സെന്റര്‍ ഫാേര്‍ ഗ്രാഫീന്‍,"ശ്രീ. എം.വിജിന്‍ ശ്രീ. പി.വി. ശ്രീനിജിൻ | ശ്രീ എം എസ് അരുൺ കുമാര്‍ | ഡോ സുജിത് വിജയൻപിള്ള : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു നിയമം, വ്യവസായം, കയർ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) ഗ്രാഫീന്‍ ഗവേഷണത്തില്‍ പങ്കാളിയാകുന്ന രാജ്യത്തെ ആദ്യ സംസ്ഥാനമെന്ന ലക്ഷ്യം നിറവേറുന്നതിനായി സ്ഥാപിക്കുവാന്‍ ഉദ്ദേശിച്ചിട്ടുള്ള ഗ്രാഫീന്‍ ഇന്നൊവേഷൻ സെന്റര്‍ സംബന്ധിച്ച പുരാേഗതി വിലയിരുത്തിയിട്ടുണ്ടാേ; വിശദമാക്കുമാേ; ( ബി ) ഇന്ത്യ ഇന്നാെവേഷന്‍ സെന്റര്‍ ഫാേര്‍ ഗ്രാഫീന്‍ പ്രവര്‍ത്തനം ആരംഭിക്കുന്നതാേടുകൂടി എന്താെക്കെ മാറ്റങ്ങളാണ് ഈ മേഖലയില്‍ ഉണ്ടാകുന്നതെന്ന് വിലയിരുത്തിയിട്ടുണ്ടാേ; വിശദമാക്കുമാേ; ( സി ) ഗ്രാഫീന്‍ ഇന്നാെവേഷന്‍ സെന്റര്‍ പ്രവര്‍ത്തന സജ്ജമാകുന്നതാേടുകൂടി വിദ്യാര്‍ത്ഥികള്‍ക്കും ഗവേഷകര്‍ക്കും വ്യവസായങ്ങള്‍ക്കും സ്റ്റാര്‍ട്ടപ്പുകള്‍ക്കും ഏതെല്ലാം രീതിയില്‍ ആയത് പ്രയാേജനകരമാകുമെന്നാണ് വിലയിരുത്തിയിട്ടുള്ളത്; വിശദമാക്കുമാേ? സാമൂഹ്യ സുരക്ഷാ പെൻഷൻ",,http://www.niyamasabha.org/codes/15kla/Session_7/ans/s00186-131222-07-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_7/qns/html/s_131222(181-210).html,,,,,
15-7-187,15,7,187,starred,2022-12-13,starred,സാമൂഹ്യ സുരക്ഷാ പെൻഷൻ,ശ്രീ. എ.പി.അനിൽ കുമാർ ഡോ. മാത്യു കുഴല്‍നാടൻ ശ്രീ. കെ. ബാബു (തൃപ്പുണിത്തുറ) | ശ്രീ . ഐ .സി .ബാലകൃഷ്ണൻ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു ധനകാര്യ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) ക്ഷേമപെന്‍ഷന്‍ വാങ്ങുന്ന അന്‍പത്തിരണ്ട് ലക്ഷത്തോളം ആളുകളുടെ പട്ടികയില്‍ നിരവധി അനര്‍ഹര്‍ കടന്നുകൂടിയിട്ടുണ്ടെന്ന് കണ്ടെത്തിയിട്ടുണ്ടോ; ( ബി ) ഏതെങ്കിലും പഠനങ്ങളുടെ അടിസ്ഥാനത്തിലാണോ ഇത് കണ്ടെത്തിയിട്ടുള്ളതെന്ന് വ്യക്തമാക്കാമോ; ( സി ) അനര്‍ഹരെ കണ്ടെത്തുന്നതിന് നടത്തിയ മസ്റ്ററിംങ് പൂർത്തീകരിച്ചിട്ടും പട്ടികയില്‍ അനര്‍ഹര്‍ അവശേഷിക്കുന്നതായി ശ്രദ്ധയില്‍പ്പെട്ടിട്ടുണ്ടോ; എങ്കില്‍ ഇതിന്റെ കാരണം വിശദമാക്കാമോ; ( ഡി ) സാമ്പത്തിക പ്രതിസന്ധി കാരണം ക്ഷേമ പെൻഷൻ മുടങ്ങുന്ന സാഹചര്യം ഉണ്ടായിട്ടുണ്ടോ; എങ്കില്‍ ഇത് ഒഴിവാക്കാൻ എന്തൊക്കെ മുൻകരുതല്‍ നടപടികളാണ് സ്വീകരിച്ചിരിക്കുന്നത്; വിശദമാക്കാമോ? നിർമ്മാണ സാമഗ്രികളുടെ വിലവർദ്ധന തടയാന്‍ നടപടി,,http://www.niyamasabha.org/codes/15kla/Session_7/ans/s00187-131222-07-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_7/qns/html/s_131222(181-210).html,,,,,
15-7-188,15,7,188,starred,2022-12-13,starred,നിർമ്മാണ സാമഗ്രികളുടെ വിലവർദ്ധന തടയാന്‍ നടപടി,"ശ്രീ. മോൻസ് ജോസഫ് ശ്രീ. അനൂപ് ജേക്കബ്‌ ശ്രീ. മാണി. സി. കാപ്പൻ ശ്രീ. പി. ജെ. ജോസഫ് : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു നിയമം, വ്യവസായം, കയർ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) സംസ്ഥാനത്ത് വൻകിട കമ്പനികൾ സിമന്റിനും കമ്പിക്കും കൃത്രിമ ക്ഷാമമുണ്ടാക്കി വിലയുയർത്തുന്നതായി ശ്രദ്ധയില്‍പ്പെട്ടിട്ടുണ്ടോ; എങ്കില്‍ ഇത്‍ തടയുവാന്‍ സര്‍ക്കാര്‍ എന്തെല്ലാം നടപടികള്‍ സ്വീകരിച്ചുവെന്ന് വ്യക്തമാക്കാമോ; ( ബി ) അസംസ്കൃത വസ്തുക്കളുടെ ലഭ്യതക്കുറവും ഇന്ധന വിലക്കയറ്റവും കാരണമാക്കി സിമൻറ് മാനുഫാക്ചറേഴ്‌സ് അസോസിയേഷൻ കേരളത്തിൽ മാത്രം സിമന്റിന് വില വർദ്ധിപ്പിച്ചത് പരിശോധിക്കുമോ; ഇക്കാര്യത്തില്‍ എന്ത് നടപടി സ്വീകരിക്കാന്‍ കഴിയുമെന്ന് വ്യക്തമാക്കാമോ; ( സി ) സിമന്റിനും കമ്പിയ്ക്കും ഉണ്ടായിരിക്കുന്ന വലിയ വിലവർദ്ധനവ് നിര്‍മ്മാണ മേഖലയില്‍ ഉണ്ടാക്കിയിരിക്കുന്ന സ്തംഭനാവസ്ഥ കണക്കിലെടുത്ത് പൊതുമരാമത്ത് കരാറുകളില്‍ റേറ്റ് റിവിഷന്‍ നടത്തുന്നതിന് നടപടി സ്വീകരിക്കുമോ; വ്യക്തമാക്കാമോ? രജിസ്ട്രേഷന്‍ വകുപ്പിലെ സേവനങ്ങള്‍ ഓണ്‍ലൈനാക്കാന്‍ നടപടി",,http://www.niyamasabha.org/codes/15kla/Session_7/ans/s00188-131222-07-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_7/qns/html/s_131222(181-210).html,,,,,
15-7-189,15,7,189,starred,2022-12-13,starred,രജിസ്ട്രേഷന്‍ വകുപ്പിലെ സേവനങ്ങള്‍ ഓണ്‍ലൈനാക്കാന്‍ നടപടി,"ശ്രീ കെ യു ജനീഷ് കുമാർ ശ്രീ. കെ.എൻ. ഉണ്ണിക്കൃഷ്ണൻ ശ്രീ. തോട്ടത്തില്‍ രവീന്ദ്രന്‍ | ശ്രീ ജി സ്റ്റീഫന്‍ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു സഹകരണ- രജിസ്ട്രേഷൻ, സാംസ്കാരികം വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) സംസ്ഥാനത്ത് വിവിധ രജിസ്ട്രേഷന്‍ ഓഫീസുകളില്‍ വിജിലന്‍സ് നടത്തിയ പരിശോധനയില്‍ ഭൂമി രജിസ്ട്രേഷനില്‍ അഴിമതി നിലനില്‍ക്കുന്നുവെന്ന് കണ്ടെത്തിയതായി പറയപ്പെടുന്ന വാര്‍ത്ത ശ്രദ്ധയില്‍പെട്ടിട്ടുണ്ടോ; എങ്കില്‍ വിശദമാക്കാമോ; ( ബി ) ഭൂമി രജിസ്ട്രേഷന്‍ ഉള്‍പ്പെടെ രജിസ്ട്രേഷന്‍ വകുപ്പ് നല്‍കുന്ന സേവനങ്ങള്‍ ഓണ്‍ലൈന്‍ സംവിധാനത്തിലേക്ക് മാറ്റാന്‍ നടപടിയെടുത്തിരുന്നോ; വ്യക്തമാക്കാമോ; ( സി ) ഭൂമിയുടെ ന്യായവില കുറച്ചുകാണിച്ച് വസ്തു രജിസ്റ്റര്‍ ചെയ്യുന്നതാണ് അഴിമതിക്ക് മുഖ്യകാരണമെന്ന് കരുതുന്നുണ്ടോ; എങ്കില്‍ ഇത് നിരുത്സാഹപ്പെടുത്തുന്നതിന് ഭൂമിയുടെ ന്യായവില യുക്തിസഹമായ നിരക്കില്‍ നിശ്ചയിച്ചിട്ടുണ്ടോ; ഇത്തരത്തില്‍ നിശ്ചയിക്കുന്ന ന്യായവില പൊതുജനങ്ങള്‍ക്ക് മനസ്സിലാക്കാനുള്ള സംവിധാനം ഏര്‍പ്പെടുത്തിയിട്ടുണ്ടോയെന്ന് വ്യക്തമാക്കാമോ? കേരള ബാങ്കിന്റെ പ്രവര്‍ത്തനങ്ങള്‍",,http://www.niyamasabha.org/codes/15kla/Session_7/ans/s00189-131222-07-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_7/qns/html/s_131222(181-210).html,,,,,
15-7-190,15,7,190,starred,2022-12-13,starred,കേരള ബാങ്കിന്റെ പ്രവര്‍ത്തനങ്ങള്‍,"ഡോ.കെ.ടി.ജലീൽ | ശ്രീ ഡി കെ മുരളി ശ്രീ. കെ.വി.സുമേഷ് | ശ്രീമതി കാനത്തില്‍ ജമീല : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു സഹകരണ- രജിസ്ട്രേഷൻ, സാംസ്കാരികം വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) സംസ്ഥാനത്ത് കാര്‍ഷിക വ്യവസായ മേഖലയ്ക്ക് ആവശ്യമായ മൂലധന പിന്തുണ നല്‍കുന്നതിന് രൂപീകരിച്ച കേരള ബാങ്കിന്റെ പ്രവര്‍ത്തനങ്ങള്‍ വിശദമാക്കാമോ; ( ബി ) നബാര്‍ഡ് പിന്തുണയോടെയുളള കാര്‍ഷിക അടിസ്ഥാന സൗകര്യ വികസന പദ്ധതികള്‍ക്ക് ഒരു ശതമാനം പലിശ നിരക്കില്‍ വായ്പ നല്‍കാൻ പ്രസ്തുത ബാങ്കിന് കഴിഞ്ഞിട്ടുണ്ടോ; വ്യക്തമാക്കാമോ; ( സി ) പ്രസ്തുത ബാങ്ക് രൂപീകരണ കാലത്തുണ്ടായിരുന്ന നഷ്ടവും നിഷ്ക്രിയ ആസ്തിയും കുറച്ച് കൊണ്ടുവരാന്‍ കഴിഞ്ഞിട്ടുണ്ടോ; വിശദമാക്കാമോ? വൈദ്യുതി വാങ്ങുന്നത് സംബന്ധിച്ച കേന്ദ്ര നിർദേശങ്ങൾ",,http://www.niyamasabha.org/codes/15kla/Session_7/ans/s00190-131222-07-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_7/qns/html/s_131222(181-210).html,DR. K T Jaleel,Independent,Thavanur,സ്വതന്ത്രൻ,തവനൂർ
